X_Acc,Y_Acc,Z_Acc,Activity,Semantic_Interpretation
-0.08,3.49,1.3075534,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-0.8,5.56,-0.46309182,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-6.4,10.15,0.42,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-0.95,10.73,-0.84446156,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-1.4982382,12.14935,-0.61291564,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
0.93,11.88,0.88532263,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
7.93,4.37,0.5720546,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-1.18,7.12,1.3756552,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-1.65,19.53,6.973618,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-1.88,12.15,-0.8,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
1.65,19.57,-3.1054392,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
4.82,10.38,3.68,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
